                                Constant values
                                constants  Tue Jul 29 08:21:22 UTC 2025
--------------------------------------------------------------------------------
Index   results         
--------------------------------------------------------------------------------
258	8.756900e-03	
259	-7.24220e-03	
260	-6.24190e-03	
261	-6.74190e-03	
262	-2.74220e-03	
263	1.757500e-03	
264	5.258000e-03	
265	-4.24180e-03	
266	7.257500e-03	
267	2.257300e-03	
268	-7.42200e-04	
269	-1.47389e-02	
270	1.075800e-02	
271	-7.42400e-04	
272	4.757300e-03	
273	-1.22424e-02	
274	-7.42800e-04	
275	4.257300e-03	
276	7.571000e-04	
277	-4.74240e-03	
278	4.758400e-03	
279	9.257100e-03	
280	-7.74260e-03	
281	2.575000e-04	
282	7.579000e-04	
283	9.258000e-03	
284	1.757800e-03	
285	-1.24250e-03	
286	7.578000e-04	

Index   results         
--------------------------------------------------------------------------------
287	-2.24260e-03	
288	7.757300e-03	
289	-4.24200e-03	
290	-2.74220e-03	
291	-6.24170e-03	
292	-7.24150e-03	
293	-2.41600e-04	
294	-4.74220e-03	
295	-2.74220e-03	
296	-8.24130e-03	
297	3.257500e-03	
298	6.757400e-03	
299	6.257400e-03	
